Customer Voucher Discount,Membership ID,Sales Grouping,Sales Region,Sub-Grouping,Purchase Date,Profit Amount,Units,Revenue
0.8,DPS|761224,Merchandise,Central,Storage Equipment,1/05/2002,8,2,33
0.4,CTS|126852,Games,West,Sony,1/03/2004,22,3,72
0.2,CDN|419534,Consoles,West,Nintendo Switch,1/01/2028,0,4,602
0.4,CAN|108859,Games,East,Nintendo,1/10/2004,114,2,392
0.9,BFN|302692,Games,West,Nintendo,1/02/2041,17,7,174
0.1,MPN|657294,Games,Central,Nintendo,1/01/2008,88,7,252
0.2,GBD|519444,Merchandise,South,Decals,1/07/2020,12,4,24
0.7,GMM|241176,Merchandise,South,Mugs,1/03/2049,7,7,23
0.5,SPC|698788,Merchandise,East,Clothing,1/12/1998,33,2,110
0.7,AHS|767169,Games,Central,Sony,1/10/2048,85,5,398
0.6,JKM|052174,Merchandise,Central,Mugs,1/01/2049,4,1,30
0.8,CST|174490,Merchandise,East,Toys,1/05/2024,98,7,196
0.7,ABV|341869,Consoles,West,Vintage,1/08/2005,367,7,2037
0.2,BHM|133333,Merchandise,Central,Mugs,1/04/2011,2,2,6
0.8,AGC|698378,Merchandise,Central,Clothing,1/01/2015,47,2,124
0.1,DKC|688210,Merchandise,South,Clothing,1/03/2001,41,3,153
0,RSN|783898,Games,South,Nintendo,1/01/2008,40,2,79
0.7,DOP|090909,Merchandise,East,Peripherals,1/12/2008,5,5,14
0.3,EHN|340476,Consoles,Central,Nintendo Switch,1/03/2023,-50,2,701
0.9,EMS|809205,Games,West,Sony,1/10/2000,59,4,160
0.9,AWC|217708,Merchandise,Central,Clothing,1/06/2042,-161,4,64
0.4,JGC|785714,Merchandise,Central,Clothing,1/12/2042,-25,1,14
0.5,CPM|866242,Merchandise,Central,Mugs,1/11/2003,55,6,210
0.5,SSF|854839,Merchandise,West,Furniture,1/03/2003,5,2,20
0.3,HMP|118182,Consoles,West,PS5,1/06/2049,3,2,7
0.2,SSD|671795,Merchandise,South,Decals,1/07/1999,12,4,26
0.4,DHS|763445,Games,South,Sony,1/08/2020,42,7,159
0.3,CSP|876923,Consoles,Central,PS5,1/02/2010,-6,1,9
0.1,KHP|073684,Consoles,East,PS5,1/07/2040,8,4,25
0.6,JWN|515570,Consoles,South,Nintendo Switch,1/01/2031,76,5,304
0.4,DVS|002893,Games,East,Sony,1/08/2007,54,5,900
0.9,BPV|205806,Consoles,Central,Vintage,1/06/2000,-16,1,103
0.4,FHM|602349,Games,Central,Microsoft,1/08/2012,50,3,597
0.2,MSN|221805,Consoles,West,Nintendo Switch,1/05/2000,-40,6,533
0.4,SSV|062367,Consoles,East,Vintage,1/02/2014,-480,8,1253
0.1,TWC|878903,Merchandise,West,Clothing,1/06/2008,18,5,158
0.6,FCN|016456,Games,South,Nintendo,1/07/2021,14,3,158
0.1,SVN|724893,Games,East,Nintendo,1/08/2007,-36,1,155
0.5,AGN|992174,Consoles,West,Nintendo Switch,1/01/2049,23,3,230
0.4,BEN|937306,Games,East,Nintendo,1/01/2009,4,3,129
0.5,HGS|925926,Games,South,Sony,1/05/2010,15,2,72
0.3,HRN|342812,Consoles,East,Nintendo Switch,1/12/2000,0,7,423
0.3,SCP|344231,Consoles,West,PS5,1/12/2002,23,9,69
0.6,TSM|198837,Merchandise,Central,Mugs,1/01/2003,16,5,58
0.5,RBS|520408,Merchandise,West,Storage Equipment,1/07/2017,5,2,32
0.4,SNT|814286,Merchandise,West,Toys,1/05/2007,-6,2,9
0,SAN|190381,Consoles,South,Nintendo Switch,1/04/2015,80,3,333
0.9,SBS|480645,Merchandise,South,Shoes,1/04/2037,9,5,21
0.9,RPT|256667,Merchandise,West,Toys,1/02/2039,7,6,20
0.1,PBP|737143,Merchandise,South,Peripherals,1/09/2047,8,3,23
0.4,RHN|347179,Games,West,Nintendo,1/10/2000,42,5,556
0.3,AHM|512500,Merchandise,Central,Mugs,1/03/2025,1,2,5
0.1,AGV|734432,Consoles,West,Vintage,1/07/2019,-135,2,183
0.3,KHX|826224,Consoles,West,XBox,1/05/2002,31,13,1337
0.8,DRN|302041,Games,East,Nintendo,1/12/2042,8,6,33
0.9,BFN|359459,Games,Central,Nintendo,1/10/2021,17,2,222
0.6,HAP|033333,Consoles,Central,PS5,1/04/2011,-150,5,140
0.1,SCN|215376,Consoles,West,Nintendo Switch,1/11/2014,-68,5,604
0.6,VDN|718151,Consoles,South,Nintendo Switch,1/01/2048,44,8,390
0.5,KHS|159574,Merchandise,West,Shoes,1/05/2031,15,3,31
0.5,DKT|586667,Merchandise,West,Toys,1/02/2039,3,2,10
0.5,JKV|201528,Consoles,Central,Vintage,1/07/2027,-269,3,481
0.5,THT|235294,Merchandise,East,Toys,1/01/2008,5,4,11
0.5,DLN|141935,Games,East,Nintendo,1/02/2011,-31,3,124
0.9,SMD|603226,Merchandise,East,Decals,1/07/2002,7,4,21
0.3,VBD|644444,Merchandise,South,Decals,1/07/2020,3,1,6
0.4,POS|226043,Games,Central,Sony,1/12/2006,144,5,400
0.8,MHT|809009,Merchandise,West,Toys,1/08/2008,46,5,148
0.8,HMX|021284,Consoles,Central,XBox,1/03/2007,-225,7,957
0.6,AYP|660145,Consoles,West,PS5,1/10/2047,16,2,92
0.5,JRX|683597,Consoles,West,XBox,1/04/2033,-787,7,590
0.5,SPS|125688,Games,South,Sony,1/11/2040,-13,7,73
0.2,PFN|888037,Consoles,West,Nintendo Switch,1/10/2042,-30,2,218
0.3,PMN|562299,Games,South,Nintendo,1/06/2008,31,4,499
0.2,EHD|953659,Merchandise,South,Decals,1/06/2038,92,4,192
0.8,JSB|004167,Merchandise,Central,Batteries,1/09/2048,6,4,16
0,KHN|237650,Games,East,Nintendo,1/09/2037,130,1,500
0.9,CPT|561191,Merchandise,South,Toys,1/10/2049,-1032,5,1345
0.7,VDN|623539,Games,West,Nintendo,1/06/2028,35,5,400
0.2,MMD|697674,Merchandise,Central,Decals,1/09/2039,10,8,29
0.6,KMS|647619,Games,West,Sony,1/02/2035,6,2,14
0.2,CCD|961538,Merchandise,Central,Decals,1/05/2028,20,8,61
0.4,BSN|991952,Games,East,Nintendo,1/07/2012,-169,2,780
0.5,AGM|241527,Games,Central,Microsoft,1/06/2027,-121,3,560
0.2,SPN|686364,Games,East,Nintendo,1/11/2013,-7,2,44
0.4,CLS|231250,Merchandise,West,Storage Equipment,1/07/2004,14,3,75
0.9,PBN|995745,Games,West,Nintendo,1/06/1995,-7,3,31
0.2,SHN|984546,Consoles,West,Nintendo Switch,1/01/2029,70,5,1404
0.6,RPC|136559,Merchandise,West,Clothing,1/02/2030,56,3,186
0.2,SHS|917518,Merchandise,East,Shoes,1/09/2026,42,3,92
0,VDM|812950,Merchandise,South,Mugs,1/05/2012,50,6,186
0.9,GMP|483673,Consoles,South,PS5,1/08/2039,7,3,33
0.6,DBT|554128,Merchandise,West,Toys,1/12/2046,24,3,73
0.6,LCN|477670,Games,South,Nintendo,1/05/2039,56,5,206
0.6,GHP|571429,Consoles,Central,PS5,1/04/2019,-10,2,14
0.8,DRF|017391,Merchandise,East,Furniture,1/02/2016,8,3,31
0.6,DPT|221316,Merchandise,West,Toys,1/11/2009,1644,3,4536
0.3,CPF|195125,Merchandise,Central,Furniture,1/04/2003,83,5,4164
0.4,GAT|207143,Merchandise,Central,Toys,1/09/2047,4,2,10
0.2,SPT|060732,Merchandise,West,Toys,1/05/2044,99,8,274
0,JRS|892512,Merchandise,East,Storage Equipment,1/03/2026,0,4,553
0.8,GMN|689148,Consoles,West,Nintendo Switch,1/03/2002,36,3,572
0.5,CKN|738723,Consoles,South,Nintendo Switch,1/08/2043,285,4,1140
0.2,DBS|337500,Merchandise,Central,Storage Equipment,1/03/2025,22,2,86
0.8,CSS|377391,Merchandise,East,Storage Equipment,1/02/2016,-16,1,77
0.3,SKT|754545,Merchandise,East,Toys,1/12/2028,3,2,7
0.5,TSN|471585,Consoles,East,Nintendo Switch,1/04/2032,174,6,977
0.5,BHP|137500,Consoles,Central,PS5,1/03/2025,-8,2,11
0.2,ABN|035241,Games,Central,Nintendo,1/10/2003,62,2,222
0.3,LSP|097899,Consoles,East,PS5,1/02/2008,273,5,1049
0.5,CVT|445324,Merchandise,West,Toys,1/07/2010,63,4,186
0.3,TMP|275610,Merchandise,East,Peripherals,1/05/2034,13,1,27
0.4,SCD|566061,Merchandise,Central,Decals,1/03/2006,54,2,110
0.9,SES|241129,Games,West,Sony,1/01/2003,29,5,83
0.2,BPC|828788,Merchandise,West,Clothing,1/12/1998,12,4,44
0,ACS|228175,Games,East,Sony,1/02/2049,40,3,168
0.2,AST|233333,Merchandise,Central,Toys,1/04/2011,-3,3,2
0.8,GTD|452778,Merchandise,Central,Decals,1/02/1998,16,3,48
0.9,DAD|448333,Merchandise,East,Decals,1/04/2011,19,6,40
0.6,AAP|450725,Consoles,East,PS5,1/10/2043,16,3,46
0.2,AGD|510256,Merchandise,Central,Decals,1/12/2004,9,5,26
0.6,CSS|080494,Merchandise,West,Storage Equipment,1/09/2024,76,14,270
0,CSD|527132,Merchandise,South,Decals,1/11/2002,40,7,86
0.1,MSC|355385,Merchandise,West,Clothing,1/08/2015,11,5,43
0.4,PPN|323552,Consoles,East,Nintendo Switch,1/07/2029,13,2,173
0.7,CKT|242857,Merchandise,Central,Toys,1/08/2004,-8,4,5
0.3,TCF|622222,Merchandise,West,Furniture,1/03/2002,1,2,6
0.6,SJM|245833,Merchandise,Central,Mugs,1/09/2002,4,2,16
0.6,HRD|917647,Merchandise,Central,Decals,1/06/2037,6,1,11
0.9,AYD|427586,Merchandise,West,Decals,1/05/2032,9,3,19
0.1,NZS|218142,Merchandise,Central,Storage Equipment,1/06/2002,8,9,151
0.7,BFN|386412,Consoles,West,Nintendo Switch,1/11/2017,-35,3,314
0.9,BFD|570968,Merchandise,Central,Decals,1/11/2013,7,4,21
0.4,RRS|633148,Merchandise,Central,Storage Equipment,1/03/2002,94,2,360
0.4,HPS|296528,Games,West,Sony,1/07/2027,12,2,96
0.8,SMS|029607,Merchandise,East,Storage Equipment,1/02/2034,-166,6,663
0.7,CVT|632143,Merchandise,Central,Toys,1/09/2047,-28,6,19
0.1,PGM|965441,Merchandise,South,Mugs,1/04/2020,51,7,182
0.8,SCD|621176,Merchandise,West,Decals,1/03/2049,28,5,57
0,ART|814516,Merchandise,Central,Toys,1/07/2026,20,2,41
0.6,MYN|294817,Consoles,Central,Nintendo Switch,1/05/2001,-143,5,528
0.1,ZCD|026484,Merchandise,Central,Decals,1/11/2023,48,8,146
0.8,DSS|515833,Games,East,Sony,1/09/2002,58,2,160
0.6,TBD|031579,Merchandise,East,Decals,1/10/2031,6,2,13
0.7,NCX|575380,Consoles,West,XBox,1/03/2015,85,8,483
0.9,POD|963333,Merchandise,West,Decals,1/04/2011,9,3,20
0.7,CVS|836585,Games,West,Sony,1/04/2032,47,3,110
0.5,TZB|906250,Merchandise,West,Batteries,1/07/2004,5,3,11
0,GAC|688884,Merchandise,West,Clothing,1/11/2006,420,5,1448
0.8,CKP|910369,Consoles,East,PS5,1/04/2014,36,7,290
0.8,BHT|842857,Merchandise,West,Toys,1/08/2004,6,3,19
0.1,MFP|253947,Consoles,South,PS5,1/02/2012,8,6,50
0.6,NPS|796727,Merchandise,East,Storage Equipment,1/12/2043,286,6,1591
0.9,RON|413586,Games,Central,Nintendo,1/05/2032,37,5,300
0,MOD|226415,Merchandise,South,Decals,1/02/2018,50,3,106
0.5,RFT|799197,Merchandise,South,Toys,1/02/2000,75,1,166
0.9,TSN|914206,Games,South,Nintendo,1/11/2000,27,3,240
0.8,KLT|347619,Merchandise,West,Toys,1/02/2035,36,3,98
0.2,NDS|152645,Merchandise,East,Storage Equipment,1/04/2037,282,7,1085
0.5,MJN|062698,Games,East,Nintendo,1/08/2041,-21,2,84
0.2,THD|885714,Merchandise,Central,Decals,1/12/2042,2,1,5
0.4,APB|661111,Merchandise,South,Batteries,1/11/2003,4,3,12
0.8,BMC|892308,Merchandise,Central,Clothing,1/03/2009,8,2,26
0.3,BWB|381967,Merchandise,East,Batteries,1/10/2013,13,7,41
0.4,GMV|784409,Consoles,Central,Vintage,1/08/2017,-21,4,124
0.9,AAN|356369,Games,Central,Nintendo,1/04/2014,59,3,210
0.9,CLC|217303,Merchandise,West,Clothing,1/10/2008,79,2,262
0.1,SJN|953443,Games,Central,Nintendo,1/06/2020,88,6,1416
0.9,MYS|473020,Merchandise,East,Storage Equipment,1/12/2041,129,9,498
0.6,SCD|522581,Merchandise,East,Decals,1/12/2031,14,5,41
0.6,SSP|196774,Consoles,South,PS5,1/10/1997,6,3,21
0.4,THF|991667,Merchandise,Central,Furniture,1/02/2039,2,3,24
0.8,MBP|129167,Merchandise,East,Peripherals,1/09/2048,6,2,16
0.9,SCP|329412,Consoles,West,PS5,1/11/2017,7,3,23
0.9,DpP|956842,Consoles,West,PS5,1/05/2003,19,11,63
0.1,MCN|635670,Games,South,Nintendo,1/05/2039,28,3,324
0.3,MTD|452941,Merchandise,Central,Decals,1/08/2011,11,8,34
0.9,CAX|221951,Consoles,Central,XBox,1/06/2012,-76,2,246
0.4,KTM|620178,Games,East,Microsoft,1/04/2049,240,5,1800
0.2,BWM|388462,Merchandise,East,Mugs,1/01/2022,12,5,35
0.4,KED|196241,Merchandise,West,Decals,1/10/2003,62,4,178
0,RSC|237918,Merchandise,South,Clothing,1/09/2009,50,3,180
0.2,GBP|579167,Consoles,South,PS5,1/09/2048,22,3,128
0.1,AJS|584314,Merchandise,South,Storage Equipment,1/09/2009,1,5,68
0.5,KCT|478873,Merchandise,South,Toys,1/12/2005,45,3,95
0,IGT|951835,Merchandise,South,Toys,1/11/2002,70,5,146
0.1,CJN|820362,Consoles,East,Nintendo Switch,1/09/2013,59,4,443
0.2,GGN|237730,Consoles,West,Nintendo Switch,1/03/2044,-60,4,435
0.7,TSM|530527,Games,Central,Microsoft,1/06/2027,875,5,2800
0.2,TNS|415287,Games,West,Sony,1/06/2007,22,5,105
0.4,BSS|418095,Games,East,Sony,1/06/2045,-2,5,140
0.9,MSC|737500,Merchandise,Central,Clothing,1/03/2025,69,6,246
0.6,MPN|901635,Games,Central,Nintendo,1/06/2036,24,4,245
0.3,TBS|612500,Merchandise,East,Storage Equipment,1/03/2025,3,1,11
0.5,BOT|083333,Merchandise,Central,Toys,1/04/2011,5,2,12
0.3,CLM|042105,Merchandise,Central,Mugs,1/11/2045,23,2,76
0.5,MSP|057377,Consoles,West,PS5,1/12/2014,15,2,40
0.5,BFS|964706,Merchandise,West,Storage Equipment,1/04/2042,15,2,57
0.2,KBT|489130,Merchandise,West,Toys,1/12/2002,10,5,31
0.1,JRS|793750,Games,West,Sony,1/11/1995,11,2,32
0.3,KLB|866667,Merchandise,Central,Batteries,1/02/2039,1,2,2
0.4,ASP|682353,Consoles,East,PS5,1/12/2012,2,3,23
0.8,RAP|887500,Merchandise,South,Peripherals,1/03/2025,8,3,16
0.2,SCD|072500,Merchandise,Central,Decals,1/03/2025,9,5,27
0.7,GTN|791728,Consoles,East,Nintendo Switch,1/01/2044,317,3,1268
0.4,PWT|031214,Merchandise,Central,Toys,1/07/2001,54,8,116
0.3,RDP|951515,Consoles,Central,PS5,1/06/2026,-26,1,22
0.5,CMN|543396,Games,West,Nintendo,1/07/2016,13,2,35
0.3,PSS|572727,Merchandise,West,Shoes,1/12/2043,3,2,7
0.9,GTM|291176,Merchandise,East,Mugs,1/03/2049,9,3,23
0.4,CRM|935104,Merchandise,East,Mugs,1/04/2004,84,6,289
0.3,TDC|122222,Merchandise,Central,Clothing,1/03/2002,-14,2,6
0,EBV|902174,Consoles,West,Vintage,1/01/2001,240,3,1045
0.8,AHS|060081,Games,Central,Sony,1/05/2005,-6,3,166
0.9,RPD|790455,Merchandise,West,Decals,1/06/2021,69,3,147
0.8,VDS|108403,Merchandise,West,Storage Equipment,1/02/2017,8,5,159
0.1,MCS|821053,Games,West,Sony,1/07/2006,1,1,13
0.5,MDT|407692,Merchandise,East,Toys,1/02/2041,-7,2,9
0.2,DRM|002276,Games,West,Microsoft,1/07/2006,330,2,880
0.7,VWM|170601,Games,East,Microsoft,1/08/2033,-950,9,1188
0.9,JMN|009339,Games,East,Nintendo,1/10/2011,299,5,1030
0.8,TCC|130392,Merchandise,West,Clothing,1/03/2016,18,1,68
0.2,JES|816883,Merchandise,West,Storage Equipment,1/10/2006,2,3,154
0.5,SES|738281,Games,East,Sony,1/12/2006,35,3,85
0.3,MSN|342857,Games,West,Nintendo,1/08/2004,11,2,112
0.4,KHD|182143,Merchandise,Central,Decals,1/09/2047,12,7,37
0.3,JGP|038254,Consoles,East,PS5,1/10/2004,73,5,520
0.7,MSV|973743,Consoles,East,Vintage,1/04/1995,-24,2,239
0.8,MGN|594737,Consoles,East,Nintendo Switch,1/10/2044,-15,1,64
0.9,AAN|945143,Games,East,Nintendo,1/09/2047,29,2,117
0.5,RCM|635294,Merchandise,West,Mugs,1/01/2008,3,2,11
0.6,JMB|395652,Merchandise,East,Batteries,1/11/2037,6,7,15
0.5,EHF|804878,Merchandise,East,Furniture,1/05/2006,15,5,55
0,SDN|791845,Games,South,Nintendo,1/08/2003,0,13,155
0.7,ROT|931818,Merchandise,West,Toys,1/06/2001,5,3,15
0.4,MCP|986735,Merchandise,South,Peripherals,1/08/2044,22,3,65
0,MTS|613208,Merchandise,East,Storage Equipment,1/01/2001,0,1,35
0.4,SCT|084783,Merchandise,East,Toys,1/07/1998,14,4,31
0.2,DPX|986027,Consoles,East,XBox,1/05/2042,-110,5,884
0,SCP|406736,Consoles,West,PS5,1/09/2044,100,6,258
0.3,KLD|470677,Merchandise,South,Decals,1/12/2039,31,2,89
0.4,FMT|171429,Merchandise,West,Toys,1/04/2019,2,1,5
0.1,BDT|365805,Merchandise,East,Toys,1/05/2000,78,5,232
0.6,ILN|808737,Consoles,East,Nintendo Switch,1/10/2044,266,9,1269
0,DBF|721154,Merchandise,East,Furniture,1/12/2001,20,5,70
0.1,MCB|489744,Merchandise,East,Batteries,1/05/1995,1,7,26
0.5,JBN|766873,Consoles,West,Nintendo Switch,1/12/2005,-3,3,216
0.6,DBP|475362,Consoles,West,PS5,1/09/2013,16,2,92
0.8,GZC|093116,Merchandise,East,Clothing,1/06/2046,298,3,902
0.7,JDS|056281,Games,East,Sony,1/12/2006,17,6,133
0.8,AIN|273695,Games,West,Nintendo,1/05/2041,36,4,320
0.5,AFN|835492,Games,East,Nintendo,1/07/2024,75,2,258
0.8,JEX|220130,Consoles,West,XBox,1/12/2002,-6,1,103
0.6,SMM|54594,Games,South,Microsoft,1/01/2033,-1811,6,22638
0.4,CCC|931768,Merchandise,East,Clothing,1/04/1997,124,7,427
0.6,RAS|497368,Games,East,Sony,1/03/2014,4,2,25
0.5,KHS|325641,Games,Central,Sony,1/12/2036,-3,2,26
0.6,BGP|588636,Consoles,West,PS5,1/07/2036,4,3,29
0.6,MSD|712500,Merchandise,Central,Decals,1/03/2025,4,2,10
0.1,IMB|183333,Merchandise,East,Batteries,1/04/2011,1,2,4
0.3,KBB|866667,Merchandise,South,Batteries,1/02/2039,1,2,2
0.1,SSV|801692,Consoles,Central,Vintage,1/02/2041,-185,3,355
0.3,SCN|644203,Games,West,Nintendo,1/08/2000,-21,5,92
0.5,SWT|676923,Merchandise,East,Toys,1/02/2010,3,2,9
0.3,SCD|133333,Merchandise,Central,Decals,1/04/2011,53,5,114
0.5,DBD|232432,Merchandise,South,Decals,1/07/2019,23,3,74
0.7,BOT|140107,Merchandise,South,Toys,1/12/2045,57,5,125
0.2,APT|234211,Merchandise,East,Toys,1/04/2001,9,5,25
0.4,HMP|093333,Consoles,East,PS5,1/04/2011,4,3,10
0.6,DRT|070588,Merchandise,South,Toys,1/07/2032,-8,5,12
0.2,DKS|438571,Merchandise,West,Storage Equipment,1/02/2031,12,3,47
0.2,EAT|135556,Merchandise,East,Toys,1/11/2029,-24,4,30
0.6,JPS|952778,Games,East,Sony,1/02/1998,14,1,72
0.9,KHP|498684,Consoles,East,PS5,1/07/2040,9,3,51
0.5,MNN|239782,Games,East,Nintendo,1/06/1998,265,5,980
0.4,JEP|495455,Consoles,South,PS5,1/06/2021,4,2,15
0.4,MDN|553906,Consoles,East,Nintendo Switch,1/09/2008,-1,2,85
0.5,ENC|760417,Merchandise,East,Clothing,1/04/2018,45,2,160
0.6,DLP|952174,Consoles,South,PS5,1/01/2049,4,1,15
0.8,JKX|330015,Consoles,East,XBox,1/05/2008,56,2,450
0.6,DBX|702941,Consoles,Central,XBox,1/08/2011,-13,1,68
0.7,DPT|924879,Merchandise,East,Toys,1/06/2006,315,7,969
0.2,JDB|576087,Merchandise,East,Batteries,1/01/2005,10,13,31
0.6,KEP|623529,Merchandise,West,Peripherals,1/08/2027,6,2,11
0.3,BFM|576471,Merchandise,East,Mugs,1/10/2022,3,4,11
0.4,POC|794215,Merchandise,South,Clothing,1/08/2001,12,6,161
0.4,EBP|602148,Consoles,Central,PS5,1/03/2002,-427,5,342
0.7,PSS|527323,Merchandise,West,Storage Equipment,1/06/2010,7,4,359
0.6,MVP|313793,Consoles,West,PS5,1/05/1999,6,2,19
0.6,TPX|129060,Consoles,Central,XBox,1/11/2043,-53,2,156
0.8,JSP|091099,Consoles,Central,PS5,1/08/2045,-312,7,255
0,DHS|088710,Merchandise,West,Shoes,1/08/2042,20,4,41
0,JWS|086806,Merchandise,South,Storage Equipment,1/06/2000,10,3,96
0.8,HZP|202041,Consoles,Central,PS5,1/12/2042,-52,4,65
0.2,CSD|732937,Merchandise,West,Decals,1/04/2011,82,3,168
0.3,NBP|311111,Consoles,Central,PS5,1/11/2003,3,2,6
0.2,GAT|112637,Merchandise,West,Toys,1/08/2036,40,5,122
0.2,LCT|457895,Merchandise,East,Toys,1/10/2007,9,2,26
0.2,SPP|475066,Consoles,East,PS5,1/02/2044,0,3,254
0.1,BDS|432800,Merchandise,East,Storage Equipment,1/12/1999,21,1,83
0.2,CLP|754945,Consoles,East,PS5,1/12/2011,-30,5,304
0.1,FHN|671613,Consoles,East,Nintendo Switch,1/08/2034,209,10,1449
0.7,HMN|499086,Consoles,Central,Nintendo Switch,1/02/2005,-94,5,658
0.3,SWS|814615,Merchandise,South,Storage Equipment,1/10/2034,43,5,174
0.5,EHN|196018,Games,Central,Nintendo,1/11/2041,13,1,151
0.9,JLP|703226,Merchandise,East,Peripherals,1/07/2002,29,4,62
0.4,MBV|946301,Consoles,East,Vintage,1/08/2008,-31,2,244
0.5,BDN|570199,Games,West,Nintendo,1/04/2000,23,3,302
0.4,KHS|342857,Merchandise,West,Shoes,1/08/2004,14,9,28
0.1,MHP|470393,Consoles,South,PS5,1/04/2016,-8,6,221
0.6,JFC|086765,Merchandise,South,Clothing,1/01/1997,44,3,500
0.7,MLP|381250,Consoles,West,PS5,1/07/2004,7,4,21
0.2,AHF|906916,Merchandise,West,Furniture,1/07/2009,12,2,232
0.7,EMN|055474,Consoles,Central,Nintendo Switch,1/01/2023,27,3,183
0.3,TSS|540420,Merchandise,East,Storage Equipment,1/07/2018,-51,6,254
0.8,ATC|711307,Merchandise,West,Clothing,1/02/2009,68,1,189
0.6,BDD|255556,Merchandise,West,Decals,1/11/2029,6,3,12
0.2,KLN|804348,Consoles,West,Nintendo Switch,1/07/2012,20,3,230
0.9,MCS|375549,Merchandise,West,Storage Equipment,1/04/2029,19,6,486
0.3,RRP|593966,Consoles,Central,PS5,1/09/2013,-66,1,78
0.8,LHP|158214,Merchandise,West,Peripherals,1/07/2001,88,3,187
0.4,BGM|935215,Games,East,Microsoft,1/08/2001,70,2,840
0.9,AAD|323333,Merchandise,East,Decals,1/04/2011,19,2,40
0,SSD|426471,Merchandise,East,Decals,1/10/2022,10,4,23
0.3,CTV|108591,Consoles,East,Vintage,1/10/2032,-39,2,194
0.6,TSC|090769,Merchandise,South,Clothing,1/05/1997,4,7,44
0.6,NSN|387660,Consoles,East,Nintendo Switch,1/07/2038,-63,3,887
0.7,LHS|355556,Games,West,Sony,1/11/2029,27,2,66
0.2,ILX|572235,Consoles,East,XBox,1/04/2003,82,4,284
0.2,RFM|374138,Merchandise,East,Mugs,1/08/2002,12,9,39
0.8,RDD|234409,Merchandise,East,Decals,1/08/2017,28,2,62
0.9,MSC|233948,Merchandise,Central,Clothing,1/03/2012,-471,5,181
0.5,CAP|984375,Consoles,East,PS5,1/10/2014,15,5,43
0.5,FHN|232558,Games,East,Nintendo,1/01/2030,125,2,431
0.8,TCN|414130,Games,West,Nintendo,1/02/2047,6,1,61
0.5,LHS|231343,Games,East,Sony,1/02/2012,5,3,45
0.6,DSS|857778,Games,West,Sony,1/02/1998,86,3,180
0.2,JBT|036667,Merchandise,East,Toys,1/02/2039,-14,4,20
0.4,TST|290909,Merchandise,West,Toys,1/12/2008,2,2,7
0.6,EHM|231818,Merchandise,East,Mugs,1/06/2001,6,3,15
0.5,MHD|057143,Merchandise,Central,Decals,1/09/2047,3,2,9
1,EBD|990196,Merchandise,West,Decals,1/01/2000,30,12,68
0.3,KNS|108333,Games,West,Sony,1/04/2011,3,8,8
0.1,DKP|183333,Consoles,West,PS5,1/04/2011,11,3,24
0.1,CSN|912030,Games,West,Nintendo,1/08/2007,8,3,89
0.5,AHD|796448,Merchandise,West,Decals,1/11/2020,115,5,245
0.4,JKC|538486,Merchandise,East,Clothing,1/01/2024,124,2,415
0.5,ASN|172120,Consoles,East,Nintendo Switch,1/08/2046,84,4,580
0.4,SAS|582609,Merchandise,South,Storage Equipment,1/04/2034,4,1,15
0.3,MSS|977778,Merchandise,West,Shoes,1/02/1998,3,2,6
0.1,JSN|266364,Games,West,Nintendo,1/11/2013,8,2,74
0.5,POM|361044,Games,Central,Microsoft,1/03/2043,275,1,550
0.8,DWS|825532,Merchandise,West,Storage Equipment,1/11/2027,8,3,31
0.8,FOF|242169,Merchandise,East,Furniture,1/10/2048,6,5,56
0,GAP|518116,Consoles,East,PS5,1/06/2046,50,3,277
0,GGD|134021,Merchandise,West,Decals,1/01/2042,30,13,65
0.5,MCT|566667,Merchandise,Central,Toys,1/02/2039,-6,1,4
0.8,RLN|904395,Games,East,Nintendo,1/06/2016,-114,2,684
0.6,KMS|818091,Merchandise,East,Storage Equipment,1/04/2045,156,5,602
0.8,KHN|898675,Games,East,Nintendo,1/10/2039,328,7,1260
0.5,SJS|861039,Merchandise,South,Storage Equipment,1/11/2042,-63,4,720
0.5,NPS|948787,Games,East,Sony,1/11/1998,35,4,248
0.8,DSC|157962,Merchandise,West,Clothing,1/05/2013,26,2,210
0.5,CCD|393750,Merchandise,Central,Decals,1/11/1995,3,3,11
0,TTS|077369,Merchandise,West,Storage Equipment,1/04/2014,10,3,345
0.2,AJS|829032,Games,South,Sony,1/07/2007,2,3,21
0.3,AJS|483721,Merchandise,Central,Shoes,1/06/2043,13,7,29
0.3,STP|772917,Consoles,East,PS5,1/08/2009,1,2,32
0.6,NDS|748271,Merchandise,West,Storage Equipment,1/02/2006,-94,5,444
0.2,KCM|633333,Merchandise,East,Mugs,1/04/2011,2,2,6
0.7,TTC|132609,Merchandise,East,Clothing,1/04/2034,17,3,61
0.2,GWS|094175,Merchandise,Central,Storage Equipment,1/12/2000,9,3,137
0.1,LFC|328571,Merchandise,Central,Clothing,1/02/2031,-12,2,5
0.9,CKM|065877,Merchandise,East,Mugs,1/04/2006,39,5,141
0.1,NCS|902273,Games,East,Sony,1/04/2006,11,4,88
0.6,SUT|057205,Merchandise,Central,Toys,1/10/2000,76,5,153
0.7,KDN|511080,Games,Central,Nintendo,1/09/2044,15,3,241
0.1,EPM|134559,Merchandise,Central,Mugs,1/02/2030,51,7,182
0.2,ACT|327451,Merchandise,Central,Toys,1/02/2021,-53,4,34
